kab_kota,tahun,bulan,TB_SO,TB_RO,total_TB,proporsi_RO,bulan_num,date
Kota Sukabumi,2020,September,119.0,2.0,121.0,0.01652892561983471,9,2020-09-01
Kota Sukabumi,2020,Oktober,128.0,2.0,130.0,0.015384615384615385,10,2020-10-01
Kota Sukabumi,2020,November,94.0,1.0,95.0,0.010526315789473684,11,2020-11-01
Kota Sukabumi,2020,Desember,77.0,0.0,77.0,0.0,12,2020-12-01
Kota Tasikmalaya,2020,Januari,173.0,7.0,180.0,0.03888888888888889,1,2020-01-01
Kota Tasikmalaya,2020,Februari,126.0,8.0,134.0,0.05970149253731343,2,2020-02-01
Kota Tasikmalaya,2020,Maret,133.0,4.0,137.0,0.029197080291970802,3,2020-03-01
Kota Tasikmalaya,2020,April,78.0,3.0,81.0,0.037037037037037035,4,2020-04-01
Kota Tasikmalaya,2020,Mei,49.0,2.0,51.0,0.0392156862745098,5,2020-05-01
Kota Tasikmalaya,2020,Juni,104.0,3.0,107.0,0.028037383177570093,6,2020-06-01
Kota Tasikmalaya,2020,Juli,117.0,4.0,121.0,0.03305785123966942,7,2020-07-01
Kota Tasikmalaya,2020,Agustus,109.0,10.0,119.0,0.08403361344537816,8,2020-08-01
Kota Tasikmalaya,2020,September,113.0,6.0,119.0,0.05042016806722689,9,2020-09-01
Kota Tasikmalaya,2020,Oktober,91.0,5.0,96.0,0.052083333333333336,10,2020-10-01
Kota Tasikmalaya,2020,November,131.0,2.0,133.0,0.015037593984962405,11,2020-11-01
Kota Tasikmalaya,2020,Desember,81.0,10.0,91.0,0.10989010989010989,12,2020-12-01
Kab. Bandung,2021,Januari,531.0,3.0,534.0,0.0056179775280898875,1,2021-01-01
Kab. Bandung,2021,Februari,518.0,3.0,521.0,0.005758157389635317,2,2021-02-01
Kab. Bandung,2021,Maret,607.0,5.0,612.0,0.008169934640522876,3,2021-03-01
Kab. Bandung,2021,April,576.0,7.0,583.0,0.012006861063464836,4,2021-04-01
Kab. Bandung,2021,Mei,506.0,5.0,511.0,0.009784735812133072,5,2021-05-01
Kab. Bandung,2021,Juni,523.0,7.0,530.0,0.013207547169811321,6,2021-06-01
Kab. Bandung,2021,Juli,355.0,4.0,359.0,0.011142061281337047,7,2021-07-01
Kab. Bandung,2021,Agustus,501.0,6.0,507.0,0.011834319526627219,8,2021-08-01
Kab. Bandung,2021,September,602.0,7.0,609.0,0.011494252873563218,9,2021-09-01
Kab. Bandung,2021,Oktober,600.0,12.0,612.0,0.0196078431372549,10,2021-10-01
Kab. Bandung,2021,November,570.0,12.0,582.0,0.020618556701030927,11,2021-11-01
Kab. Bandung,2021,Desember,680.0,9.0,689.0,0.013062409288824383,12,2021-12-01
Kab. Bandung Barat,2021,Januari,181.0,3.0,184.0,0.016304347826086956,1,2021-01-01
Kab. Bandung Barat,2021,Februari,146.0,5.0,151.0,0.033112582781456956,2,2021-02-01
Kab. Bandung Barat,2021,Maret,172.0,3.0,175.0,0.017142857142857144,3,2021-03-01
Kab. Bandung Barat,2021,April,197.0,1.0,198.0,0.005050505050505051,4,2021-04-01
Kab. Bandung Barat,2021,Mei,137.0,5.0,142.0,0.035211267605633804,5,2021-05-01
Kab. Bandung Barat,2021,Juni,143.0,0.0,143.0,0.0,6,2021-06-01
Kab. Bandung Barat,2021,Juli,76.0,2.0,78.0,0.02564102564102564,7,2021-07-01
Kab. Bandung Barat,2021,Agustus,163.0,2.0,165.0,0.012121212121212121,8,2021-08-01
Kab. Bandung Barat,2021,September,192.0,4.0,196.0,0.02040816326530612,9,2021-09-01
Kab. Bandung Barat,2021,Oktober,187.0,5.0,192.0,0.026041666666666668,10,2021-10-01
Kab. Bandung Barat,2021,November,213.0,6.0,219.0,0.0273972602739726,11,2021-11-01
Kab. Bandung Barat,2021,Desember,220.0,6.0,226.0,0.02654867256637168,12,2021-12-01
Kab. Bekasi,2021,Januari,419.0,0.0,419.0,0.0,1,2021-01-01
Kab. Bekasi,2021,Februari,347.0,2.0,349.0,0.0057306590257879654,2,2021-02-01
Kab. Bekasi,2021,Maret,485.0,1.0,486.0,0.00205761316872428,3,2021-03-01
Kab. Bekasi,2021,April,504.0,4.0,508.0,0.007874015748031496,4,2021-04-01
Kab. Bekasi,2021,Mei,423.0,3.0,426.0,0.007042253521126761,5,2021-05-01
Kab. Bekasi,2021,Juni,383.0,0.0,383.0,0.0,6,2021-06-01
Kab. Bekasi,2021,Juli,239.0,1.0,240.0,0.004166666666666667,7,2021-07-01
Kab. Bekasi,2021,Agustus,378.0,5.0,383.0,0.013054830287206266,8,2021-08-01
Kab. Bekasi,2021,September,555.0,4.0,559.0,0.007155635062611807,9,2021-09-01
Kab. Bekasi,2021,Oktober,557.0,7.0,564.0,0.012411347517730497,10,2021-10-01
Kab. Bekasi,2021,November,593.0,6.0,599.0,0.01001669449081803,11,2021-11-01
Kab. Bekasi,2021,Desember,577.0,1.0,578.0,0.0017301038062283738,12,2021-12-01
Kab. Bogor,2021,Januari,980.0,35.0,1015.0,0.034482758620689655,1,2021-01-01
Kab. Bogor,2021,Februari,856.0,29.0,885.0,0.0327683615819209,2,2021-02-01
Kab. Bogor,2021,Maret,1123.0,20.0,1143.0,0.017497812773403325,3,2021-03-01
Kab. Bogor,2021,April,1100.0,25.0,1125.0,0.022222222222222223,4,2021-04-01
Kab. Bogor,2021,Mei,986.0,25.0,1011.0,0.024727992087042534,5,2021-05-01
Kab. Bogor,2021,Juni,1205.0,51.0,1256.0,0.04060509554140127,6,2021-06-01
Kab. Bogor,2021,Juli,690.0,17.0,707.0,0.024045261669024046,7,2021-07-01
Kab. Bogor,2021,Agustus,1084.0,14.0,1098.0,0.012750455373406194,8,2021-08-01
Kab. Bogor,2021,September,1229.0,32.0,1261.0,0.025376685170499604,9,2021-09-01
Kab. Bogor,2021,Oktober,1223.0,43.0,1266.0,0.0339652448657188,10,2021-10-01
Kab. Bogor,2021,November,1337.0,38.0,1375.0,0.027636363636363636,11,2021-11-01
Kab. Bogor,2021,Desember,1427.0,52.0,1479.0,0.03515889114266396,12,2021-12-01
Kab. Ciamis,2021,Januari,167.0,4.0,171.0,0.023391812865497075,1,2021-01-01
Kab. Ciamis,2021,Februari,125.0,2.0,127.0,0.015748031496062992,2,2021-02-01
Kab. Ciamis,2021,Maret,168.0,1.0,169.0,0.005917159763313609,3,2021-03-01
Kab. Ciamis,2021,April,155.0,2.0,157.0,0.012738853503184714,4,2021-04-01
Kab. Ciamis,2021,Mei,137.0,2.0,139.0,0.014388489208633094,5,2021-05-01
Kab. Ciamis,2021,Juni,173.0,2.0,175.0,0.011428571428571429,6,2021-06-01
Kab. Ciamis,2021,Juli,97.0,3.0,100.0,0.03,7,2021-07-01
Kab. Ciamis,2021,Agustus,111.0,0.0,111.0,0.0,8,2021-08-01
Kab. Ciamis,2021,September,135.0,3.0,138.0,0.021739130434782608,9,2021-09-01
Kab. Ciamis,2021,Oktober,129.0,2.0,131.0,0.015267175572519083,10,2021-10-01
Kab. Ciamis,2021,November,175.0,3.0,178.0,0.016853932584269662,11,2021-11-01
Kab. Ciamis,2021,Desember,189.0,4.0,193.0,0.02072538860103627,12,2021-12-01
Kab. Cianjur,2021,Januari,394.0,3.0,397.0,0.007556675062972292,1,2021-01-01
Kab. Cianjur,2021,Februari,337.0,7.0,344.0,0.020348837209302327,2,2021-02-01
Kab. Cianjur,2021,Maret,485.0,8.0,493.0,0.016227180527383367,3,2021-03-01
Kab. Cianjur,2021,April,453.0,5.0,458.0,0.010917030567685589,4,2021-04-01
Kab. Cianjur,2021,Mei,421.0,6.0,427.0,0.01405152224824356,5,2021-05-01
Kab. Cianjur,2021,Juni,458.0,7.0,465.0,0.015053763440860216,6,2021-06-01
Kab. Cianjur,2021,Juli,303.0,2.0,305.0,0.006557377049180328,7,2021-07-01
Kab. Cianjur,2021,Agustus,398.0,6.0,404.0,0.01485148514851485,8,2021-08-01
Kab. Cianjur,2021,September,502.0,6.0,508.0,0.011811023622047244,9,2021-09-01
Kab. Cianjur,2021,Oktober,489.0,2.0,491.0,0.004073319755600814,10,2021-10-01
Kab. Cianjur,2021,November,604.0,11.0,615.0,0.01788617886178862,11,2021-11-01
Kab. Cianjur,2021,Desember,593.0,4.0,597.0,0.006700167504187605,12,2021-12-01
Kab. Cirebon,2021,Januari,263.0,5.0,268.0,0.018656716417910446,1,2021-01-01
Kab. Cirebon,2021,Februari,219.0,4.0,223.0,0.017937219730941704,2,2021-02-01
Kab. Cirebon,2021,Maret,322.0,13.0,335.0,0.03880597014925373,3,2021-03-01
Kab. Cirebon,2021,April,289.0,3.0,292.0,0.010273972602739725,4,2021-04-01
Kab. Cirebon,2021,Mei,251.0,2.0,253.0,0.007905138339920948,5,2021-05-01
Kab. Cirebon,2021,Juni,264.0,7.0,271.0,0.025830258302583026,6,2021-06-01
Kab. Cirebon,2021,Juli,135.0,1.0,136.0,0.007352941176470588,7,2021-07-01
Kab. Cirebon,2021,Agustus,259.0,9.0,268.0,0.033582089552238806,8,2021-08-01
Kab. Cirebon,2021,September,365.0,6.0,371.0,0.016172506738544475,9,2021-09-01
Kab. Cirebon,2021,Oktober,380.0,3.0,383.0,0.007832898172323759,10,2021-10-01
Kab. Cirebon,2021,November,448.0,9.0,457.0,0.019693654266958426,11,2021-11-01
Kab. Cirebon,2021,Desember,478.0,16.0,494.0,0.032388663967611336,12,2021-12-01
Kab. Garut,2021,Januari,390.0,6.0,396.0,0.015151515151515152,1,2021-01-01
Kab. Garut,2021,Februari,362.0,6.0,368.0,0.016304347826086956,2,2021-02-01
Kab. Garut,2021,Maret,441.0,7.0,448.0,0.015625,3,2021-03-01
Kab. Garut,2021,April,450.0,4.0,454.0,0.00881057268722467,4,2021-04-01
Kab. Garut,2021,Mei,385.0,3.0,388.0,0.007731958762886598,5,2021-05-01
Kab. Garut,2021,Juni,318.0,10.0,328.0,0.03048780487804878,6,2021-06-01
Kab. Garut,2021,Juli,263.0,5.0,268.0,0.018656716417910446,7,2021-07-01
Kab. Garut,2021,Agustus,365.0,3.0,368.0,0.008152173913043478,8,2021-08-01
Kab. Garut,2021,September,556.0,7.0,563.0,0.012433392539964476,9,2021-09-01
Kab. Garut,2021,Oktober,599.0,7.0,606.0,0.01155115511551155,10,2021-10-01
Kab. Garut,2021,November,675.0,7.0,682.0,0.010263929618768328,11,2021-11-01
Kab. Garut,2021,Desember,560.0,12.0,572.0,0.02097902097902098,12,2021-12-01
Kab. Indramayu,2021,Januari,166.0,1.0,167.0,0.005988023952095809,1,2021-01-01
Kab. Indramayu,2021,Februari,166.0,0.0,166.0,0.0,2,2021-02-01
Kab. Indramayu,2021,Maret,165.0,1.0,166.0,0.006024096385542169,3,2021-03-01
Kab. Indramayu,2021,April,178.0,1.0,179.0,0.00558659217877095,4,2021-04-01
Kab. Indramayu,2021,Mei,178.0,4.0,182.0,0.02197802197802198,5,2021-05-01
Kab. Indramayu,2021,Juni,164.0,4.0,168.0,0.023809523809523808,6,2021-06-01
Kab. Indramayu,2021,Juli,73.0,2.0,75.0,0.02666666666666667,7,2021-07-01
Kab. Indramayu,2021,Agustus,158.0,3.0,161.0,0.018633540372670808,8,2021-08-01
Kab. Indramayu,2021,September,201.0,6.0,207.0,0.028985507246376812,9,2021-09-01
Kab. Indramayu,2021,Oktober,183.0,5.0,188.0,0.026595744680851064,10,2021-10-01
Kab. Indramayu,2021,November,208.0,8.0,216.0,0.037037037037037035,11,2021-11-01
Kab. Indramayu,2021,Desember,245.0,8.0,253.0,0.03162055335968379,12,2021-12-01
Kab. Karawang,2021,Januari,426.0,3.0,429.0,0.006993006993006993,1,2021-01-01
Kab. Karawang,2021,Februari,371.0,3.0,374.0,0.008021390374331552,2,2021-02-01
Kab. Karawang,2021,Maret,450.0,5.0,455.0,0.01098901098901099,3,2021-03-01
Kab. Karawang,2021,April,433.0,5.0,438.0,0.01141552511415525,4,2021-04-01
Kab. Karawang,2021,Mei,408.0,5.0,413.0,0.012106537530266344,5,2021-05-01
Kab. Karawang,2021,Juni,382.0,3.0,385.0,0.007792207792207792,6,2021-06-01
Kab. Karawang,2021,Juli,266.0,4.0,270.0,0.014814814814814815,7,2021-07-01
Kab. Karawang,2021,Agustus,414.0,6.0,420.0,0.014285714285714285,8,2021-08-01
Kab. Karawang,2021,September,578.0,8.0,586.0,0.013651877133105802,9,2021-09-01
Kab. Karawang,2021,Oktober,632.0,21.0,653.0,0.03215926493108729,10,2021-10-01
Kab. Karawang,2021,November,757.0,15.0,772.0,0.019430051813471502,11,2021-11-01
Kab. Karawang,2021,Desember,749.0,24.0,773.0,0.031047865459249677,12,2021-12-01
Kab. Kuningan,2021,Januari,162.0,5.0,167.0,0.029940119760479042,1,2021-01-01
Kab. Kuningan,2021,Februari,114.0,1.0,115.0,0.008695652173913044,2,2021-02-01
Kab. Kuningan,2021,Maret,170.0,2.0,172.0,0.011627906976744186,3,2021-03-01
Kab. Kuningan,2021,April,142.0,1.0,143.0,0.006993006993006993,4,2021-04-01
Kab. Kuningan,2021,Mei,150.0,2.0,152.0,0.013157894736842105,5,2021-05-01
Kab. Kuningan,2021,Juni,144.0,1.0,145.0,0.006896551724137931,6,2021-06-01
Kab. Kuningan,2021,Juli,97.0,1.0,98.0,0.01020408163265306,7,2021-07-01
Kab. Kuningan,2021,Agustus,166.0,1.0,167.0,0.005988023952095809,8,2021-08-01
Kab. Kuningan,2021,September,190.0,5.0,195.0,0.02564102564102564,9,2021-09-01
Kab. Kuningan,2021,Oktober,190.0,3.0,193.0,0.015544041450777202,10,2021-10-01
Kab. Kuningan,2021,November,200.0,6.0,206.0,0.02912621359223301,11,2021-11-01
Kab. Kuningan,2021,Desember,208.0,2.0,210.0,0.009523809523809525,12,2021-12-01
Kab. Majalengka,2021,Januari,134.0,2.0,136.0,0.014705882352941176,1,2021-01-01
Kab. Majalengka,2021,Februari,123.0,3.0,126.0,0.023809523809523808,2,2021-02-01
Kab. Majalengka,2021,Maret,146.0,2.0,148.0,0.013513513513513514,3,2021-03-01
Kab. Majalengka,2021,April,145.0,0.0,145.0,0.0,4,2021-04-01
Kab. Majalengka,2021,Mei,175.0,0.0,175.0,0.0,5,2021-05-01
Kab. Majalengka,2021,Juni,149.0,3.0,152.0,0.019736842105263157,6,2021-06-01
Kab. Majalengka,2021,Juli,82.0,0.0,82.0,0.0,7,2021-07-01
Kab. Majalengka,2021,Agustus,137.0,0.0,137.0,0.0,8,2021-08-01
Kab. Majalengka,2021,September,184.0,2.0,186.0,0.010752688172043012,9,2021-09-01
Kab. Majalengka,2021,Oktober,245.0,1.0,246.0,0.0040650406504065045,10,2021-10-01
Kab. Majalengka,2021,November,204.0,5.0,209.0,0.023923444976076555,11,2021-11-01
Kab. Majalengka,2021,Desember,260.0,4.0,264.0,0.015151515151515152,12,2021-12-01
Kab. Pangandaran,2021,Januari,47.0,3.0,50.0,0.06,1,2021-01-01
Kab. Pangandaran,2021,Februari,33.0,0.0,33.0,0.0,2,2021-02-01
Kab. Pangandaran,2021,Maret,58.0,0.0,58.0,0.0,3,2021-03-01
Kab. Pangandaran,2021,April,39.0,0.0,39.0,0.0,4,2021-04-01
Kab. Pangandaran,2021,Mei,24.0,1.0,25.0,0.04,5,2021-05-01
Kab. Pangandaran,2021,Juni,39.0,0.0,39.0,0.0,6,2021-06-01
Kab. Pangandaran,2021,Juli,33.0,0.0,33.0,0.0,7,2021-07-01
Kab. Pangandaran,2021,Agustus,45.0,0.0,45.0,0.0,8,2021-08-01
Kab. Pangandaran,2021,September,52.0,0.0,52.0,0.0,9,2021-09-01
Kab. Pangandaran,2021,Oktober,51.0,1.0,52.0,0.019230769230769232,10,2021-10-01
Kab. Pangandaran,2021,November,54.0,2.0,56.0,0.03571428571428571,11,2021-11-01
Kab. Pangandaran,2021,Desember,40.0,0.0,40.0,0.0,12,2021-12-01
Kab. Purwakarta,2021,Januari,276.0,3.0,279.0,0.010752688172043012,1,2021-01-01
Kab. Purwakarta,2021,Februari,189.0,0.0,189.0,0.0,2,2021-02-01
Kab. Purwakarta,2021,Maret,238.0,0.0,238.0,0.0,3,2021-03-01
Kab. Purwakarta,2021,April,239.0,3.0,242.0,0.012396694214876033,4,2021-04-01
Kab. Purwakarta,2021,Mei,189.0,0.0,189.0,0.0,5,2021-05-01
Kab. Purwakarta,2021,Juni,227.0,0.0,227.0,0.0,6,2021-06-01
Kab. Purwakarta,2021,Juli,150.0,0.0,150.0,0.0,7,2021-07-01
Kab. Purwakarta,2021,Agustus,220.0,2.0,222.0,0.009009009009009009,8,2021-08-01
Kab. Purwakarta,2021,September,279.0,3.0,282.0,0.010638297872340425,9,2021-09-01
Kab. Purwakarta,2021,Oktober,311.0,0.0,311.0,0.0,10,2021-10-01
Kab. Purwakarta,2021,November,317.0,4.0,321.0,0.012461059190031152,11,2021-11-01
Kab. Purwakarta,2021,Desember,307.0,1.0,308.0,0.003246753246753247,12,2021-12-01
Kab. Subang,2021,Januari,249.0,0.0,249.0,0.0,1,2021-01-01
Kab. Subang,2021,Februari,179.0,2.0,181.0,0.011049723756906077,2,2021-02-01
Kab. Subang,2021,Maret,258.0,5.0,263.0,0.019011406844106463,3,2021-03-01
Kab. Subang,2021,April,264.0,3.0,267.0,0.011235955056179775,4,2021-04-01
Kab. Subang,2021,Mei,217.0,3.0,220.0,0.013636363636363636,5,2021-05-01
Kab. Subang,2021,Juni,202.0,4.0,206.0,0.019417475728155338,6,2021-06-01
Kab. Subang,2021,Juli,157.0,1.0,158.0,0.006329113924050633,7,2021-07-01
Kab. Subang,2021,Agustus,263.0,4.0,267.0,0.0149812734082397,8,2021-08-01
Kab. Subang,2021,September,359.0,3.0,362.0,0.008287292817679558,9,2021-09-01
Kab. Subang,2021,Oktober,325.0,5.0,330.0,0.015151515151515152,10,2021-10-01
Kab. Subang,2021,November,307.0,1.0,308.0,0.003246753246753247,11,2021-11-01
Kab. Subang,2021,Desember,336.0,10.0,346.0,0.028901734104046242,12,2021-12-01
Kab. Sukabumi,2021,Januari,529.0,1.0,530.0,0.0018867924528301887,1,2021-01-01
Kab. Sukabumi,2021,Februari,461.0,1.0,462.0,0.0021645021645021645,2,2021-02-01
Kab. Sukabumi,2021,Maret,583.0,3.0,586.0,0.005119453924914676,3,2021-03-01
Kab. Sukabumi,2021,April,482.0,2.0,484.0,0.004132231404958678,4,2021-04-01
Kab. Sukabumi,2021,Mei,386.0,3.0,389.0,0.007712082262210797,5,2021-05-01
Kab. Sukabumi,2021,Juni,473.0,2.0,475.0,0.004210526315789474,6,2021-06-01
Kab. Sukabumi,2021,Juli,384.0,0.0,384.0,0.0,7,2021-07-01
Kab. Sukabumi,2021,Agustus,327.0,1.0,328.0,0.003048780487804878,8,2021-08-01
Kab. Sukabumi,2021,September,356.0,3.0,359.0,0.008356545961002786,9,2021-09-01
Kab. Sukabumi,2021,Oktober,439.0,1.0,440.0,0.0022727272727272726,10,2021-10-01
Kab. Sukabumi,2021,November,448.0,5.0,453.0,0.011037527593818985,11,2021-11-01
Kab. Sukabumi,2021,Desember,498.0,8.0,506.0,0.015810276679841896,12,2021-12-01
Kab. Sumedang,2021,Januari,136.0,0.0,136.0,0.0,1,2021-01-01
Kab. Sumedang,2021,Februari,129.0,2.0,131.0,0.015267175572519083,2,2021-02-01
Kab. Sumedang,2021,Maret,164.0,4.0,168.0,0.023809523809523808,3,2021-03-01
Kab. Sumedang,2021,April,146.0,2.0,148.0,0.013513513513513514,4,2021-04-01
Kab. Sumedang,2021,Mei,148.0,2.0,150.0,0.013333333333333334,5,2021-05-01
Kab. Sumedang,2021,Juni,140.0,2.0,142.0,0.014084507042253521,6,2021-06-01
Kab. Sumedang,2021,Juli,81.0,0.0,81.0,0.0,7,2021-07-01
Kab. Sumedang,2021,Agustus,138.0,0.0,138.0,0.0,8,2021-08-01
Kab. Sumedang,2021,September,144.0,0.0,144.0,0.0,9,2021-09-01
Kab. Sumedang,2021,Oktober,142.0,1.0,143.0,0.006993006993006993,10,2021-10-01
Kab. Sumedang,2021,November,196.0,3.0,199.0,0.01507537688442211,11,2021-11-01
Kab. Sumedang,2021,Desember,209.0,1.0,210.0,0.004761904761904762,12,2021-12-01
Kab. Tasikmalaya,2021,Januari,168.0,5.0,173.0,0.028901734104046242,1,2021-01-01
Kab. Tasikmalaya,2021,Februari,145.0,4.0,149.0,0.026845637583892617,2,2021-02-01
Kab. Tasikmalaya,2021,Maret,199.0,5.0,204.0,0.024509803921568627,3,2021-03-01
Kab. Tasikmalaya,2021,April,178.0,2.0,180.0,0.011111111111111112,4,2021-04-01
Kab. Tasikmalaya,2021,Mei,197.0,6.0,203.0,0.029556650246305417,5,2021-05-01
Kab. Tasikmalaya,2021,Juni,193.0,6.0,199.0,0.03015075376884422,6,2021-06-01
Kab. Tasikmalaya,2021,Juli,138.0,3.0,141.0,0.02127659574468085,7,2021-07-01
Kab. Tasikmalaya,2021,Agustus,175.0,3.0,178.0,0.016853932584269662,8,2021-08-01
Kab. Tasikmalaya,2021,September,251.0,10.0,261.0,0.038314176245210725,9,2021-09-01
Kab. Tasikmalaya,2021,Oktober,242.0,5.0,247.0,0.020242914979757085,10,2021-10-01
Kab. Tasikmalaya,2021,November,249.0,7.0,256.0,0.02734375,11,2021-11-01
Kab. Tasikmalaya,2021,Desember,272.0,5.0,277.0,0.018050541516245487,12,2021-12-01
Kota Bandung,2021,Januari,723.0,9.0,732.0,0.012295081967213115,1,2021-01-01
Kota Bandung,2021,Februari,676.0,10.0,686.0,0.014577259475218658,2,2021-02-01
Kota Bandung,2021,Maret,850.0,12.0,862.0,0.013921113689095127,3,2021-03-01
Kota Bandung,2021,April,842.0,11.0,853.0,0.012895662368112544,4,2021-04-01
Kota Bandung,2021,Mei,810.0,11.0,821.0,0.013398294762484775,5,2021-05-01
Kota Bandung,2021,Juni,729.0,10.0,739.0,0.013531799729364006,6,2021-06-01
Kota Bandung,2021,Juli,524.0,8.0,532.0,0.015037593984962405,7,2021-07-01
Kota Bandung,2021,Agustus,753.0,8.0,761.0,0.010512483574244415,8,2021-08-01
Kota Bandung,2021,September,1011.0,15.0,1026.0,0.014619883040935672,9,2021-09-01
Kota Bandung,2021,Oktober,998.0,12.0,1010.0,0.011881188118811881,10,2021-10-01
Kota Bandung,2021,November,1070.0,25.0,1095.0,0.0228310502283105,11,2021-11-01
Kota Bandung,2021,Desember,1179.0,13.0,1192.0,0.010906040268456376,12,2021-12-01
Kota Banjar,2021,Januari,22.0,4.0,26.0,0.15384615384615385,1,2021-01-01
Kota Banjar,2021,Februari,22.0,0.0,22.0,0.0,2,2021-02-01
Kota Banjar,2021,Maret,24.0,0.0,24.0,0.0,3,2021-03-01
Kota Banjar,2021,April,26.0,2.0,28.0,0.07142857142857142,4,2021-04-01
Kota Banjar,2021,Mei,17.0,0.0,17.0,0.0,5,2021-05-01
Kota Banjar,2021,Juni,23.0,1.0,24.0,0.041666666666666664,6,2021-06-01
Kota Banjar,2021,Juli,22.0,0.0,22.0,0.0,7,2021-07-01
Kota Banjar,2021,Agustus,26.0,0.0,26.0,0.0,8,2021-08-01
Kota Banjar,2021,September,39.0,2.0,41.0,0.04878048780487805,9,2021-09-01
Kota Banjar,2021,Oktober,44.0,1.0,45.0,0.022222222222222223,10,2021-10-01
Kota Banjar,2021,November,67.0,1.0,68.0,0.014705882352941176,11,2021-11-01
Kota Banjar,2021,Desember,55.0,1.0,56.0,0.017857142857142856,12,2021-12-01
Kota Bekasi,2021,Januari,601.0,4.0,605.0,0.006611570247933884,1,2021-01-01
Kota Bekasi,2021,Februari,478.0,3.0,481.0,0.006237006237006237,2,2021-02-01
Kota Bekasi,2021,Maret,577.0,2.0,579.0,0.0034542314335060447,3,2021-03-01
Kota Bekasi,2021,April,556.0,4.0,560.0,0.007142857142857143,4,2021-04-01
Kota Bekasi,2021,Mei,515.0,7.0,522.0,0.013409961685823755,5,2021-05-01
Kota Bekasi,2021,Juni,539.0,2.0,541.0,0.0036968576709796672,6,2021-06-01
Kota Bekasi,2021,Juli,349.0,3.0,352.0,0.008522727272727272,7,2021-07-01
Kota Bekasi,2021,Agustus,577.0,9.0,586.0,0.015358361774744027,8,2021-08-01
Kota Bekasi,2021,September,703.0,14.0,717.0,0.019525801952580194,9,2021-09-01
Kota Bekasi,2021,Oktober,691.0,16.0,707.0,0.02263083451202263,10,2021-10-01
Kota Bekasi,2021,November,664.0,15.0,679.0,0.022091310751104567,11,2021-11-01
Kota Bekasi,2021,Desember,718.0,19.0,737.0,0.025780189959294438,12,2021-12-01
Kota Bogor,2021,Januari,400.0,4.0,404.0,0.009900990099009901,1,2021-01-01
Kota Bogor,2021,Februari,311.0,2.0,313.0,0.006389776357827476,2,2021-02-01
Kota Bogor,2021,Maret,384.0,2.0,386.0,0.0051813471502590676,3,2021-03-01
Kota Bogor,2021,April,468.0,4.0,472.0,0.00847457627118644,4,2021-04-01
Kota Bogor,2021,Mei,376.0,3.0,379.0,0.0079155672823219,5,2021-05-01
Kota Bogor,2021,Juni,432.0,3.0,435.0,0.006896551724137931,6,2021-06-01
Kota Bogor,2021,Juli,308.0,1.0,309.0,0.003236245954692557,7,2021-07-01
Kota Bogor,2021,Agustus,343.0,5.0,348.0,0.014367816091954023,8,2021-08-01
Kota Bogor,2021,September,481.0,3.0,484.0,0.006198347107438017,9,2021-09-01
Kota Bogor,2021,Oktober,444.0,8.0,452.0,0.017699115044247787,10,2021-10-01
Kota Bogor,2021,November,459.0,8.0,467.0,0.017130620985010708,11,2021-11-01
Kota Bogor,2021,Desember,506.0,5.0,511.0,0.009784735812133072,12,2021-12-01
Kota Cimahi,2021,Januari,149.0,2.0,151.0,0.013245033112582781,1,2021-01-01
Kota Cimahi,2021,Februari,151.0,0.0,151.0,0.0,2,2021-02-01
Kota Cimahi,2021,Maret,158.0,0.0,158.0,0.0,3,2021-03-01
Kota Cimahi,2021,April,164.0,4.0,168.0,0.023809523809523808,4,2021-04-01
Kota Cimahi,2021,Mei,141.0,2.0,143.0,0.013986013986013986,5,2021-05-01
Kota Cimahi,2021,Juni,116.0,0.0,116.0,0.0,6,2021-06-01
Kota Cimahi,2021,Juli,93.0,2.0,95.0,0.021052631578947368,7,2021-07-01
Kota Cimahi,2021,Agustus,134.0,1.0,135.0,0.007407407407407408,8,2021-08-01
Kota Cimahi,2021,September,223.0,4.0,227.0,0.01762114537444934,9,2021-09-01
Kota Cimahi,2021,Oktober,307.0,1.0,308.0,0.003246753246753247,10,2021-10-01
Kota Cimahi,2021,November,224.0,5.0,229.0,0.021834061135371178,11,2021-11-01
Kota Cimahi,2021,Desember,182.0,2.0,184.0,0.010869565217391304,12,2021-12-01
Kota Cirebon,2021,Januari,166.0,4.0,170.0,0.023529411764705882,1,2021-01-01
Kota Cirebon,2021,Februari,130.0,3.0,133.0,0.022556390977443608,2,2021-02-01
Kota Cirebon,2021,Maret,202.0,10.0,212.0,0.04716981132075472,3,2021-03-01
Kota Cirebon,2021,April,197.0,4.0,201.0,0.01990049751243781,4,2021-04-01
Kota Cirebon,2021,Mei,193.0,4.0,197.0,0.02030456852791878,5,2021-05-01
Kota Cirebon,2021,Juni,211.0,2.0,213.0,0.009389671361502348,6,2021-06-01
Kota Cirebon,2021,Juli,112.0,0.0,112.0,0.0,7,2021-07-01
Kota Cirebon,2021,Agustus,168.0,4.0,172.0,0.023255813953488372,8,2021-08-01
Kota Cirebon,2021,September,205.0,4.0,209.0,0.019138755980861243,9,2021-09-01
Kota Cirebon,2021,Oktober,237.0,5.0,242.0,0.02066115702479339,10,2021-10-01
Kota Cirebon,2021,November,289.0,4.0,293.0,0.013651877133105802,11,2021-11-01
Kota Cirebon,2021,Desember,197.0,11.0,208.0,0.052884615384615384,12,2021-12-01
