kab_kota,tahun,bulan,TB_SO,TB_RO,total_TB,proporsi_RO,bulan_num,date
Kab. Sumedang,2024,Januari,338.0,1.0,339.0,0.0029498525073746312,1,2024-01-01
Kab. Sumedang,2024,Februari,297.0,1.0,298.0,0.003355704697986577,2,2024-02-01
Kab. Sumedang,2024,Maret,328.0,1.0,329.0,0.00303951367781155,3,2024-03-01
Kab. Sumedang,2024,April,291.0,2.0,293.0,0.006825938566552901,4,2024-04-01
Kab. Sumedang,2024,Mei,394.0,1.0,395.0,0.002531645569620253,5,2024-05-01
Kab. Sumedang,2024,Juni,280.0,5.0,285.0,0.017543859649122806,6,2024-06-01
Kab. Sumedang,2024,Juli,321.0,3.0,324.0,0.009259259259259259,7,2024-07-01
Kab. Sumedang,2024,Agustus,336.0,3.0,339.0,0.008849557522123894,8,2024-08-01
Kab. Sumedang,2024,September,367.0,2.0,369.0,0.005420054200542005,9,2024-09-01
Kab. Sumedang,2024,Oktober,424.0,2.0,426.0,0.004694835680751174,10,2024-10-01
Kab. Sumedang,2024,November,292.0,1.0,293.0,0.0034129692832764505,11,2024-11-01
Kab. Sumedang,2024,Desember,284.0,1.0,285.0,0.0035087719298245615,12,2024-12-01
Kab. Tasikmalaya,2024,Januari,681.0,4.0,685.0,0.00583941605839416,1,2024-01-01
Kab. Tasikmalaya,2024,Februari,539.0,8.0,547.0,0.014625228519195612,2,2024-02-01
Kab. Tasikmalaya,2024,Maret,273.0,3.0,276.0,0.010869565217391304,3,2024-03-01
Kab. Tasikmalaya,2024,April,298.0,3.0,301.0,0.009966777408637873,4,2024-04-01
Kab. Tasikmalaya,2024,Mei,367.0,6.0,373.0,0.0160857908847185,5,2024-05-01
Kab. Tasikmalaya,2024,Juni,296.0,4.0,300.0,0.013333333333333334,6,2024-06-01
Kab. Tasikmalaya,2024,Juli,381.0,11.0,392.0,0.02806122448979592,7,2024-07-01
Kab. Tasikmalaya,2024,Agustus,365.0,5.0,370.0,0.013513513513513514,8,2024-08-01
Kab. Tasikmalaya,2024,September,352.0,3.0,355.0,0.008450704225352112,9,2024-09-01
Kab. Tasikmalaya,2024,Oktober,420.0,7.0,427.0,0.01639344262295082,10,2024-10-01
Kab. Tasikmalaya,2024,November,398.0,5.0,403.0,0.01240694789081886,11,2024-11-01
Kab. Tasikmalaya,2024,Desember,406.0,6.0,412.0,0.014563106796116505,12,2024-12-01
Kota Bandung,2024,Januari,1651.0,24.0,1675.0,0.014328358208955224,1,2024-01-01
Kota Bandung,2024,Februari,1455.0,15.0,1470.0,0.01020408163265306,2,2024-02-01
Kota Bandung,2024,Maret,1430.0,15.0,1445.0,0.010380622837370242,3,2024-03-01
Kota Bandung,2024,April,1481.0,29.0,1510.0,0.019205298013245033,4,2024-04-01
Kota Bandung,2024,Mei,1664.0,27.0,1691.0,0.01596688350088705,5,2024-05-01
Kota Bandung,2024,Juni,1447.0,16.0,1463.0,0.010936431989063569,6,2024-06-01
Kota Bandung,2024,Juli,1661.0,23.0,1684.0,0.013657957244655582,7,2024-07-01
Kota Bandung,2024,Agustus,1506.0,22.0,1528.0,0.014397905759162303,8,2024-08-01
Kota Bandung,2024,September,1602.0,18.0,1620.0,0.011111111111111112,9,2024-09-01
Kota Bandung,2024,Oktober,1720.0,22.0,1742.0,0.012629161882893225,10,2024-10-01
Kota Bandung,2024,November,1543.0,15.0,1558.0,0.009627727856225931,11,2024-11-01
Kota Bandung,2024,Desember,1619.0,21.0,1640.0,0.012804878048780487,12,2024-12-01
Kota Banjar,2024,Januari,137.0,3.0,140.0,0.02142857142857143,1,2024-01-01
Kota Banjar,2024,Februari,110.0,0.0,110.0,0.0,2,2024-02-01
Kota Banjar,2024,Maret,98.0,1.0,99.0,0.010101010101010102,3,2024-03-01
Kota Banjar,2024,April,95.0,2.0,97.0,0.020618556701030927,4,2024-04-01
Kota Banjar,2024,Mei,157.0,0.0,157.0,0.0,5,2024-05-01
Kota Banjar,2024,Juni,143.0,1.0,144.0,0.006944444444444444,6,2024-06-01
Kota Banjar,2024,Juli,142.0,1.0,143.0,0.006993006993006993,7,2024-07-01
Kota Banjar,2024,Agustus,109.0,0.0,109.0,0.0,8,2024-08-01
Kota Banjar,2024,September,117.0,2.0,119.0,0.01680672268907563,9,2024-09-01
Kota Banjar,2024,Oktober,143.0,0.0,143.0,0.0,10,2024-10-01
Kota Banjar,2024,November,136.0,1.0,137.0,0.0072992700729927005,11,2024-11-01
Kota Banjar,2024,Desember,122.0,0.0,122.0,0.0,12,2024-12-01
Kota Bekasi,2024,Januari,1310.0,13.0,1323.0,0.009826152683295541,1,2024-01-01
Kota Bekasi,2024,Februari,1075.0,12.0,1087.0,0.011039558417663294,2,2024-02-01
Kota Bekasi,2024,Maret,1144.0,14.0,1158.0,0.012089810017271158,3,2024-03-01
Kota Bekasi,2024,April,1079.0,10.0,1089.0,0.009182736455463728,4,2024-04-01
Kota Bekasi,2024,Mei,1347.0,16.0,1363.0,0.01173881144534116,5,2024-05-01
Kota Bekasi,2024,Juni,1110.0,12.0,1122.0,0.0106951871657754,6,2024-06-01
Kota Bekasi,2024,Juli,1149.0,18.0,1167.0,0.015424164524421594,7,2024-07-01
Kota Bekasi,2024,Agustus,1144.0,6.0,1150.0,0.0052173913043478265,8,2024-08-01
Kota Bekasi,2024,September,989.0,3.0,992.0,0.0030241935483870967,9,2024-09-01
Kota Bekasi,2024,Oktober,1214.0,11.0,1225.0,0.008979591836734694,10,2024-10-01
Kota Bekasi,2024,November,1190.0,12.0,1202.0,0.009983361064891847,11,2024-11-01
Kota Bekasi,2024,Desember,1013.0,13.0,1026.0,0.012670565302144249,12,2024-12-01
Kota Bogor,2024,Januari,913.0,20.0,933.0,0.021436227224008574,1,2024-01-01
Kota Bogor,2024,Februari,807.0,21.0,828.0,0.025362318840579712,2,2024-02-01
Kota Bogor,2024,Maret,928.0,22.0,950.0,0.023157894736842106,3,2024-03-01
Kota Bogor,2024,April,973.0,16.0,989.0,0.016177957532861477,4,2024-04-01
Kota Bogor,2024,Mei,1100.0,17.0,1117.0,0.01521933751119069,5,2024-05-01
Kota Bogor,2024,Juni,878.0,26.0,904.0,0.028761061946902654,6,2024-06-01
Kota Bogor,2024,Juli,1017.0,24.0,1041.0,0.023054755043227664,7,2024-07-01
Kota Bogor,2024,Agustus,996.0,15.0,1011.0,0.01483679525222552,8,2024-08-01
Kota Bogor,2024,September,899.0,22.0,921.0,0.023887079261672096,9,2024-09-01
Kota Bogor,2024,Oktober,1017.0,18.0,1035.0,0.017391304347826087,10,2024-10-01
Kota Bogor,2024,November,899.0,19.0,918.0,0.020697167755991286,11,2024-11-01
Kota Bogor,2024,Desember,896.0,10.0,906.0,0.011037527593818985,12,2024-12-01
Kota Cimahi,2024,Januari,433.0,2.0,435.0,0.004597701149425287,1,2024-01-01
Kota Cimahi,2024,Februari,352.0,8.0,360.0,0.022222222222222223,2,2024-02-01
Kota Cimahi,2024,Maret,372.0,1.0,373.0,0.002680965147453083,3,2024-03-01
Kota Cimahi,2024,April,342.0,7.0,349.0,0.02005730659025788,4,2024-04-01
Kota Cimahi,2024,Mei,404.0,3.0,407.0,0.007371007371007371,5,2024-05-01
Kota Cimahi,2024,Juni,351.0,3.0,354.0,0.00847457627118644,6,2024-06-01
Kota Cimahi,2024,Juli,425.0,3.0,428.0,0.007009345794392523,7,2024-07-01
Kota Cimahi,2024,Agustus,381.0,4.0,385.0,0.01038961038961039,8,2024-08-01
Kota Cimahi,2024,September,360.0,3.0,363.0,0.008264462809917356,9,2024-09-01
Kota Cimahi,2024,Oktober,498.0,4.0,502.0,0.00796812749003984,10,2024-10-01
Kota Cimahi,2024,November,355.0,3.0,358.0,0.008379888268156424,11,2024-11-01
Kota Cimahi,2024,Desember,392.0,1.0,393.0,0.002544529262086514,12,2024-12-01
Kota Cirebon,2024,Januari,402.0,7.0,409.0,0.017114914425427872,1,2024-01-01
Kota Cirebon,2024,Februari,354.0,10.0,364.0,0.027472527472527472,2,2024-02-01
Kota Cirebon,2024,Maret,409.0,5.0,414.0,0.012077294685990338,3,2024-03-01
Kota Cirebon,2024,April,365.0,6.0,371.0,0.016172506738544475,4,2024-04-01
Kota Cirebon,2024,Mei,419.0,4.0,423.0,0.009456264775413711,5,2024-05-01
Kota Cirebon,2024,Juni,309.0,3.0,312.0,0.009615384615384616,6,2024-06-01
Kota Cirebon,2024,Juli,350.0,6.0,356.0,0.016853932584269662,7,2024-07-01
Kota Cirebon,2024,Agustus,290.0,8.0,298.0,0.026845637583892617,8,2024-08-01
Kota Cirebon,2024,September,331.0,4.0,335.0,0.011940298507462687,9,2024-09-01
Kota Cirebon,2024,Oktober,389.0,3.0,392.0,0.007653061224489796,10,2024-10-01
Kota Cirebon,2024,November,376.0,4.0,380.0,0.010526315789473684,11,2024-11-01
Kota Cirebon,2024,Desember,306.0,4.0,310.0,0.012903225806451613,12,2024-12-01
Kota Depok,2024,Januari,718.0,15.0,733.0,0.020463847203274217,1,2024-01-01
Kota Depok,2024,Februari,662.0,9.0,671.0,0.013412816691505217,2,2024-02-01
Kota Depok,2024,Maret,740.0,18.0,758.0,0.023746701846965697,3,2024-03-01
Kota Depok,2024,April,658.0,20.0,678.0,0.029498525073746312,4,2024-04-01
Kota Depok,2024,Mei,770.0,10.0,780.0,0.01282051282051282,5,2024-05-01
Kota Depok,2024,Juni,645.0,11.0,656.0,0.01676829268292683,6,2024-06-01
Kota Depok,2024,Juli,724.0,15.0,739.0,0.02029769959404601,7,2024-07-01
Kota Depok,2024,Agustus,694.0,14.0,708.0,0.01977401129943503,8,2024-08-01
Kota Depok,2024,September,648.0,14.0,662.0,0.021148036253776436,9,2024-09-01
Kota Depok,2024,Oktober,746.0,18.0,764.0,0.02356020942408377,10,2024-10-01
Kota Depok,2024,November,716.0,9.0,725.0,0.012413793103448275,11,2024-11-01
Kota Depok,2024,Desember,725.0,7.0,732.0,0.009562841530054645,12,2024-12-01
Kota Sukabumi,2024,Januari,298.0,4.0,302.0,0.013245033112582781,1,2024-01-01
Kota Sukabumi,2024,Februari,232.0,5.0,237.0,0.02109704641350211,2,2024-02-01
Kota Sukabumi,2024,Maret,246.0,6.0,252.0,0.023809523809523808,3,2024-03-01
Kota Sukabumi,2024,April,255.0,2.0,257.0,0.007782101167315175,4,2024-04-01
Kota Sukabumi,2024,Mei,311.0,1.0,312.0,0.003205128205128205,5,2024-05-01
Kota Sukabumi,2024,Juni,291.0,6.0,297.0,0.020202020202020204,6,2024-06-01
Kota Sukabumi,2024,Juli,301.0,5.0,306.0,0.016339869281045753,7,2024-07-01
Kota Sukabumi,2024,Agustus,315.0,7.0,322.0,0.021739130434782608,8,2024-08-01
Kota Sukabumi,2024,September,289.0,3.0,292.0,0.010273972602739725,9,2024-09-01
Kota Sukabumi,2024,Oktober,321.0,2.0,323.0,0.006191950464396285,10,2024-10-01
Kota Sukabumi,2024,November,269.0,1.0,270.0,0.003703703703703704,11,2024-11-01
Kota Sukabumi,2024,Desember,307.0,4.0,311.0,0.012861736334405145,12,2024-12-01
Kota Tasikmalaya,2024,Januari,428.0,7.0,435.0,0.016091954022988506,1,2024-01-01
Kota Tasikmalaya,2024,Februari,373.0,7.0,380.0,0.018421052631578946,2,2024-02-01
Kota Tasikmalaya,2024,Maret,393.0,5.0,398.0,0.01256281407035176,3,2024-03-01
Kota Tasikmalaya,2024,April,381.0,2.0,383.0,0.005221932114882507,4,2024-04-01
Kota Tasikmalaya,2024,Mei,403.0,12.0,415.0,0.02891566265060241,5,2024-05-01
Kota Tasikmalaya,2024,Juni,351.0,5.0,356.0,0.014044943820224719,6,2024-06-01
Kota Tasikmalaya,2024,Juli,433.0,6.0,439.0,0.01366742596810934,7,2024-07-01
Kota Tasikmalaya,2024,Agustus,368.0,5.0,373.0,0.013404825737265416,8,2024-08-01
Kota Tasikmalaya,2024,September,396.0,1.0,397.0,0.0025188916876574307,9,2024-09-01
Kota Tasikmalaya,2024,Oktober,405.0,3.0,408.0,0.007352941176470588,10,2024-10-01
Kota Tasikmalaya,2024,November,375.0,1.0,376.0,0.0026595744680851063,11,2024-11-01
Kota Tasikmalaya,2024,Desember,374.0,2.0,376.0,0.005319148936170213,12,2024-12-01
Kab. Bandung,2025,Januari,1234.0,9.0,1243.0,0.007240547063555913,1,2025-01-01
Kab. Bandung,2025,Februari,1155.0,9.0,1164.0,0.007731958762886598,2,2025-02-01
Kab. Bandung,2025,Maret,1044.0,5.0,1049.0,0.004766444232602479,3,2025-03-01
Kab. Bandung,2025,April,1082.0,3.0,1085.0,0.0027649769585253456,4,2025-04-01
Kab. Bandung,2025,Mei,1084.0,7.0,1091.0,0.006416131989000917,5,2025-05-01
Kab. Bandung,2025,Juni,1013.0,8.0,1021.0,0.007835455435847209,6,2025-06-01
Kab. Bandung,2025,Juli,1361.0,7.0,1368.0,0.005116959064327485,7,2025-07-01
Kab. Bandung,2025,Agustus,1306.0,12.0,1318.0,0.009104704097116844,8,2025-08-01
Kab. Bandung,2025,September,1396.0,5.0,1401.0,0.0035688793718772305,9,2025-09-01
Kab. Bandung,2025,Oktober,1358.0,9.0,1367.0,0.006583760058522311,10,2025-10-01
Kab. Bandung,2025,November,1188.0,10.0,1198.0,0.008347245409015025,11,2025-11-01
Kab. Bandung,2025,Desember,1186.0,10.0,1196.0,0.008361204013377926,12,2025-12-01
Kab. Bandung Barat,2025,Januari,380.0,2.0,382.0,0.005235602094240838,1,2025-01-01
Kab. Bandung Barat,2025,Februari,369.0,2.0,371.0,0.005390835579514825,2,2025-02-01
Kab. Bandung Barat,2025,Maret,325.0,1.0,326.0,0.003067484662576687,3,2025-03-01
Kab. Bandung Barat,2025,April,333.0,3.0,336.0,0.008928571428571428,4,2025-04-01
Kab. Bandung Barat,2025,Mei,330.0,2.0,332.0,0.006024096385542169,5,2025-05-01
Kab. Bandung Barat,2025,Juni,323.0,1.0,324.0,0.0030864197530864196,6,2025-06-01
Kab. Bandung Barat,2025,Juli,397.0,3.0,400.0,0.0075,7,2025-07-01
Kab. Bandung Barat,2025,Agustus,374.0,3.0,377.0,0.007957559681697613,8,2025-08-01
Kab. Bandung Barat,2025,September,450.0,1.0,451.0,0.0022172949002217295,9,2025-09-01
Kab. Bandung Barat,2025,Oktober,402.0,5.0,407.0,0.012285012285012284,10,2025-10-01
Kab. Bandung Barat,2025,November,329.0,0.0,329.0,0.0,11,2025-11-01
Kab. Bandung Barat,2025,Desember,366.0,4.0,370.0,0.010810810810810811,12,2025-12-01
Kab. Bekasi,2025,Januari,1335.0,18.0,1353.0,0.013303769401330377,1,2025-01-01
Kab. Bekasi,2025,Februari,1272.0,23.0,1295.0,0.01776061776061776,2,2025-02-01
Kab. Bekasi,2025,Maret,1034.0,16.0,1050.0,0.015238095238095238,3,2025-03-01
Kab. Bekasi,2025,April,1149.0,11.0,1160.0,0.009482758620689655,4,2025-04-01
Kab. Bekasi,2025,Mei,1036.0,14.0,1050.0,0.013333333333333334,5,2025-05-01
Kab. Bekasi,2025,Juni,888.0,6.0,894.0,0.006711409395973154,6,2025-06-01
Kab. Bekasi,2025,Juli,1165.0,16.0,1181.0,0.013547840812870448,7,2025-07-01
Kab. Bekasi,2025,Agustus,2246.0,21.0,2267.0,0.009263343625937363,8,2025-08-01
Kab. Bekasi,2025,September,1251.0,17.0,1268.0,0.013406940063091483,9,2025-09-01
Kab. Bekasi,2025,Oktober,1094.0,11.0,1105.0,0.009954751131221719,10,2025-10-01
Kab. Bekasi,2025,November,1069.0,32.0,1101.0,0.029064486830154404,11,2025-11-01
Kab. Bekasi,2025,Desember,1099.0,16.0,1115.0,0.014349775784753363,12,2025-12-01
Kab. Bogor,2025,Januari,2471.0,51.0,2522.0,0.020222045995241873,1,2025-01-01
Kab. Bogor,2025,Februari,2403.0,41.0,2444.0,0.016775777414075287,2,2025-02-01
Kab. Bogor,2025,Maret,2208.0,23.0,2231.0,0.010309278350515464,3,2025-03-01
Kab. Bogor,2025,April,2422.0,36.0,2458.0,0.014646053702196907,4,2025-04-01
Kab. Bogor,2025,Mei,2109.0,23.0,2132.0,0.010787992495309569,5,2025-05-01
Kab. Bogor,2025,Juni,2031.0,11.0,2042.0,0.0053868756121449556,6,2025-06-01
Kab. Bogor,2025,Juli,2109.0,23.0,2132.0,0.010787992495309569,7,2025-07-01
Kab. Bogor,2025,Agustus,2412.0,34.0,2446.0,0.013900245298446443,8,2025-08-01
Kab. Bogor,2025,September,2591.0,47.0,2638.0,0.01781652767247915,9,2025-09-01
Kab. Bogor,2025,Oktober,2627.0,60.0,2687.0,0.02232973576479345,10,2025-10-01
Kab. Bogor,2025,November,2186.0,54.0,2240.0,0.024107142857142858,11,2025-11-01
Kab. Bogor,2025,Desember,2105.0,57.0,2162.0,0.026364477335800184,12,2025-12-01
Kab. Ciamis,2025,Januari,332.0,1.0,333.0,0.003003003003003003,1,2025-01-01
Kab. Ciamis,2025,Februari,261.0,3.0,264.0,0.011363636363636364,2,2025-02-01
Kab. Ciamis,2025,Maret,209.0,2.0,211.0,0.009478672985781991,3,2025-03-01
Kab. Ciamis,2025,April,245.0,2.0,247.0,0.008097165991902834,4,2025-04-01
Kab. Ciamis,2025,Mei,228.0,1.0,229.0,0.004366812227074236,5,2025-05-01
Kab. Ciamis,2025,Juni,212.0,2.0,214.0,0.009345794392523364,6,2025-06-01
Kab. Ciamis,2025,Juli,303.0,1.0,304.0,0.003289473684210526,7,2025-07-01
Kab. Ciamis,2025,Agustus,292.0,1.0,293.0,0.0034129692832764505,8,2025-08-01
Kab. Ciamis,2025,September,390.0,0.0,390.0,0.0,9,2025-09-01
Kab. Ciamis,2025,Oktober,530.0,3.0,533.0,0.005628517823639775,10,2025-10-01
Kab. Ciamis,2025,November,338.0,3.0,341.0,0.008797653958944282,11,2025-11-01
Kab. Ciamis,2025,Desember,268.0,2.0,270.0,0.007407407407407408,12,2025-12-01
Kab. Cianjur,2025,Januari,1255.0,9.0,1264.0,0.007120253164556962,1,2025-01-01
Kab. Cianjur,2025,Februari,1146.0,8.0,1154.0,0.006932409012131715,2,2025-02-01
Kab. Cianjur,2025,Maret,891.0,5.0,896.0,0.005580357142857143,3,2025-03-01
Kab. Cianjur,2025,April,854.0,8.0,862.0,0.009280742459396751,4,2025-04-01
Kab. Cianjur,2025,Mei,877.0,5.0,882.0,0.005668934240362812,5,2025-05-01
Kab. Cianjur,2025,Juni,827.0,1.0,828.0,0.0012077294685990338,6,2025-06-01
Kab. Cianjur,2025,Juli,1111.0,10.0,1121.0,0.008920606601248885,7,2025-07-01
Kab. Cianjur,2025,Agustus,1091.0,16.0,1107.0,0.014453477868112014,8,2025-08-01
Kab. Cianjur,2025,September,1129.0,7.0,1136.0,0.006161971830985915,9,2025-09-01
Kab. Cianjur,2025,Oktober,1135.0,17.0,1152.0,0.014756944444444444,10,2025-10-01
Kab. Cianjur,2025,November,1043.0,6.0,1049.0,0.005719733079122974,11,2025-11-01
Kab. Cianjur,2025,Desember,1000.0,22.0,1022.0,0.021526418786692758,12,2025-12-01
Kab. Cirebon,2025,Januari,836.0,13.0,849.0,0.015312131919905771,1,2025-01-01
Kab. Cirebon,2025,Februari,769.0,9.0,778.0,0.011568123393316195,2,2025-02-01
Kab. Cirebon,2025,Maret,689.0,5.0,694.0,0.007204610951008645,3,2025-03-01
Kab. Cirebon,2025,April,778.0,16.0,794.0,0.020151133501259445,4,2025-04-01
Kab. Cirebon,2025,Mei,765.0,6.0,771.0,0.007782101167315175,5,2025-05-01
Kab. Cirebon,2025,Juni,628.0,4.0,632.0,0.006329113924050633,6,2025-06-01
Kab. Cirebon,2025,Juli,660.0,2.0,662.0,0.0030211480362537764,7,2025-07-01
Kab. Cirebon,2025,Agustus,633.0,2.0,635.0,0.0031496062992125984,8,2025-08-01
Kab. Cirebon,2025,September,817.0,8.0,825.0,0.009696969696969697,9,2025-09-01
Kab. Cirebon,2025,Oktober,981.0,5.0,986.0,0.005070993914807302,10,2025-10-01
Kab. Cirebon,2025,November,740.0,7.0,747.0,0.009370816599732263,11,2025-11-01
Kab. Cirebon,2025,Desember,714.0,6.0,720.0,0.008333333333333333,12,2025-12-01
Kab. Garut,2025,Januari,905.0,7.0,912.0,0.007675438596491228,1,2025-01-01
Kab. Garut,2025,Februari,816.0,7.0,823.0,0.00850546780072904,2,2025-02-01
Kab. Garut,2025,Maret,655.0,4.0,659.0,0.006069802731411229,3,2025-03-01
Kab. Garut,2025,April,836.0,10.0,846.0,0.01182033096926714,4,2025-04-01
Kab. Garut,2025,Mei,807.0,3.0,810.0,0.003703703703703704,5,2025-05-01
Kab. Garut,2025,Juni,656.0,5.0,661.0,0.007564296520423601,6,2025-06-01
Kab. Garut,2025,Juli,850.0,6.0,856.0,0.007009345794392523,7,2025-07-01
Kab. Garut,2025,Agustus,819.0,6.0,825.0,0.007272727272727273,8,2025-08-01
Kab. Garut,2025,September,969.0,18.0,987.0,0.0182370820668693,9,2025-09-01
Kab. Garut,2025,Oktober,988.0,11.0,999.0,0.011011011011011011,10,2025-10-01
Kab. Garut,2025,November,725.0,10.0,735.0,0.013605442176870748,11,2025-11-01
Kab. Garut,2025,Desember,753.0,20.0,773.0,0.0258732212160414,12,2025-12-01
Kab. Indramayu,2025,Januari,583.0,13.0,596.0,0.02181208053691275,1,2025-01-01
Kab. Indramayu,2025,Februari,492.0,5.0,497.0,0.01006036217303823,2,2025-02-01
Kab. Indramayu,2025,Maret,487.0,12.0,499.0,0.02404809619238477,3,2025-03-01
Kab. Indramayu,2025,April,513.0,10.0,523.0,0.019120458891013385,4,2025-04-01
Kab. Indramayu,2025,Mei,516.0,5.0,521.0,0.009596928982725527,5,2025-05-01
Kab. Indramayu,2025,Juni,461.0,3.0,464.0,0.00646551724137931,6,2025-06-01
Kab. Indramayu,2025,Juli,531.0,14.0,545.0,0.025688073394495414,7,2025-07-01
Kab. Indramayu,2025,Agustus,471.0,3.0,474.0,0.006329113924050633,8,2025-08-01
Kab. Indramayu,2025,September,475.0,2.0,477.0,0.0041928721174004195,9,2025-09-01
Kab. Indramayu,2025,Oktober,618.0,6.0,624.0,0.009615384615384616,10,2025-10-01
Kab. Indramayu,2025,November,560.0,4.0,564.0,0.0070921985815602835,11,2025-11-01
Kab. Indramayu,2025,Desember,494.0,12.0,506.0,0.023715415019762844,12,2025-12-01
Kab. Karawang,2025,Januari,1116.0,8.0,1124.0,0.0071174377224199285,1,2025-01-01
Kab. Karawang,2025,Februari,1077.0,10.0,1087.0,0.00919963201471941,2,2025-02-01
Kab. Karawang,2025,Maret,932.0,6.0,938.0,0.006396588486140725,3,2025-03-01
Kab. Karawang,2025,April,1009.0,8.0,1017.0,0.007866273352999017,4,2025-04-01
Kab. Karawang,2025,Mei,1017.0,9.0,1026.0,0.008771929824561403,5,2025-05-01
Kab. Karawang,2025,Juni,940.0,15.0,955.0,0.015706806282722512,6,2025-06-01
Kab. Karawang,2025,Juli,1133.0,18.0,1151.0,0.015638575152041704,7,2025-07-01
Kab. Karawang,2025,Agustus,1049.0,15.0,1064.0,0.014097744360902255,8,2025-08-01
Kab. Karawang,2025,September,1031.0,4.0,1035.0,0.003864734299516908,9,2025-09-01
Kab. Karawang,2025,Oktober,1083.0,24.0,1107.0,0.02168021680216802,10,2025-10-01
Kab. Karawang,2025,November,991.0,22.0,1013.0,0.02171767028627838,11,2025-11-01
Kab. Karawang,2025,Desember,945.0,11.0,956.0,0.011506276150627616,12,2025-12-01
Kab. Kuningan,2025,Januari,298.0,5.0,303.0,0.0165016501650165,1,2025-01-01
Kab. Kuningan,2025,Februari,344.0,2.0,346.0,0.005780346820809248,2,2025-02-01
Kab. Kuningan,2025,Maret,237.0,2.0,239.0,0.008368200836820083,3,2025-03-01
Kab. Kuningan,2025,April,313.0,2.0,315.0,0.006349206349206349,4,2025-04-01
Kab. Kuningan,2025,Mei,319.0,4.0,323.0,0.01238390092879257,5,2025-05-01
Kab. Kuningan,2025,Juni,284.0,0.0,284.0,0.0,6,2025-06-01
Kab. Kuningan,2025,Juli,288.0,1.0,289.0,0.0034602076124567475,7,2025-07-01
Kab. Kuningan,2025,Agustus,255.0,1.0,256.0,0.00390625,8,2025-08-01
Kab. Kuningan,2025,September,384.0,3.0,387.0,0.007751937984496124,9,2025-09-01
Kab. Kuningan,2025,Oktober,431.0,7.0,438.0,0.01598173515981735,10,2025-10-01
Kab. Kuningan,2025,November,312.0,3.0,315.0,0.009523809523809525,11,2025-11-01
Kab. Kuningan,2025,Desember,271.0,1.0,272.0,0.003676470588235294,12,2025-12-01
Kab. Majalengka,2025,Januari,364.0,0.0,364.0,0.0,1,2025-01-01
Kab. Majalengka,2025,Februari,331.0,5.0,336.0,0.01488095238095238,2,2025-02-01
Kab. Majalengka,2025,Maret,381.0,4.0,385.0,0.01038961038961039,3,2025-03-01
Kab. Majalengka,2025,April,363.0,2.0,365.0,0.005479452054794521,4,2025-04-01
Kab. Majalengka,2025,Mei,335.0,5.0,340.0,0.014705882352941176,5,2025-05-01
Kab. Majalengka,2025,Juni,336.0,2.0,338.0,0.005917159763313609,6,2025-06-01
Kab. Majalengka,2025,Juli,468.0,6.0,474.0,0.012658227848101266,7,2025-07-01
Kab. Majalengka,2025,Agustus,370.0,1.0,371.0,0.0026954177897574125,8,2025-08-01
Kab. Majalengka,2025,September,330.0,0.0,330.0,0.0,9,2025-09-01
Kab. Majalengka,2025,Oktober,612.0,7.0,619.0,0.011308562197092083,10,2025-10-01
Kab. Majalengka,2025,November,316.0,6.0,322.0,0.018633540372670808,11,2025-11-01
Kab. Majalengka,2025,Desember,356.0,0.0,356.0,0.0,12,2025-12-01
Kab. Pangandaran,2025,Januari,90.0,0.0,90.0,0.0,1,2025-01-01
Kab. Pangandaran,2025,Februari,85.0,2.0,87.0,0.022988505747126436,2,2025-02-01
Kab. Pangandaran,2025,Maret,76.0,0.0,76.0,0.0,3,2025-03-01
Kab. Pangandaran,2025,April,104.0,0.0,104.0,0.0,4,2025-04-01
Kab. Pangandaran,2025,Mei,80.0,4.0,84.0,0.047619047619047616,5,2025-05-01
Kab. Pangandaran,2025,Juni,81.0,0.0,81.0,0.0,6,2025-06-01
Kab. Pangandaran,2025,Juli,100.0,0.0,100.0,0.0,7,2025-07-01
Kab. Pangandaran,2025,Agustus,88.0,0.0,88.0,0.0,8,2025-08-01
Kab. Pangandaran,2025,September,96.0,0.0,96.0,0.0,9,2025-09-01
Kab. Pangandaran,2025,Oktober,87.0,0.0,87.0,0.0,10,2025-10-01
Kab. Pangandaran,2025,November,59.0,0.0,59.0,0.0,11,2025-11-01
Kab. Pangandaran,2025,Desember,72.0,0.0,72.0,0.0,12,2025-12-01
Kab. Purwakarta,2025,Januari,504.0,4.0,508.0,0.007874015748031496,1,2025-01-01
Kab. Purwakarta,2025,Februari,402.0,2.0,404.0,0.0049504950495049506,2,2025-02-01
Kab. Purwakarta,2025,Maret,366.0,5.0,371.0,0.013477088948787063,3,2025-03-01
Kab. Purwakarta,2025,April,392.0,3.0,395.0,0.007594936708860759,4,2025-04-01
Kab. Purwakarta,2025,Mei,398.0,0.0,398.0,0.0,5,2025-05-01
Kab. Purwakarta,2025,Juni,285.0,0.0,285.0,0.0,6,2025-06-01
Kab. Purwakarta,2025,Juli,439.0,4.0,443.0,0.009029345372460496,7,2025-07-01
Kab. Purwakarta,2025,Agustus,376.0,1.0,377.0,0.002652519893899204,8,2025-08-01
Kab. Purwakarta,2025,September,447.0,2.0,449.0,0.004454342984409799,9,2025-09-01
Kab. Purwakarta,2025,Oktober,636.0,5.0,641.0,0.0078003120124804995,10,2025-10-01
Kab. Purwakarta,2025,November,447.0,5.0,452.0,0.011061946902654867,11,2025-11-01
